ProductID,Product Category,Product Sub-Category,Product Name,Product Container
1007,Furniture,Chairs & Chairmats,SAFCO Optional Arm Kit for Workspace® Cribbage Stacking Chair,Medium Box
1008,Office Supplies,Rubber Bands,Staples Pushpins,Wrap Bag
1009,Office Supplies,Binders and Binder Accessories,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Small Box
1010,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Elite Stainless Steel Scissors,Small Pack
1011,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Small Box
1012,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Small Box
1013,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Office Executive Series Stainless Steel Trimmers,Small Pack
1014,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,Small Box
1015,Office Supplies,Binders and Binder Accessories,Large Capacity Hanging Post Binders,Small Box
1016,Furniture,Office Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Wrap Bag
1017,Office Supplies,Pens & Art Supplies,"Binney & Smith Crayola® Metallic Colored Pencils, 8-Color Set",Wrap Bag
1018,Office Supplies,Storage & Organization,Sensible Storage WireTech Storage Systems,Large Box
1019,Furniture,Tables,Balt Solid Wood Rectangular Table,Jumbo Box
1020,Technology,Telephones and Communication,6162m,Small Box
1021,Furniture,Chairs & Chairmats,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Jumbo Drum
1022,Office Supplies,Labels,Avery 484,Small Box
1023,Technology,Telephones and Communication,5170,Small Box
1024,Furniture,Chairs & Chairmats,"Situations Contoured Folding Chairs, 4/Set",Jumbo Drum
1025,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Small Box
1026,Office Supplies,Paper,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",Wrap Bag
1027,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",Jumbo Box
1028,Office Supplies,Storage & Organization,Decoflex Hanging Personal Folder File,Small Box
1029,Office Supplies,Rubber Bands,Advantus SlideClip™ Paper Clips,Wrap Bag
1030,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Wrap Bag
1031,Office Supplies,Storage & Organization,Safco Industrial Wire Shelving,Large Box
1032,Office Supplies,Binders and Binder Accessories,GBC ProClick Spines for 32-Hole Punch,Small Box
1033,Furniture,Chairs & Chairmats,"Global Push Button Manager's Chair, Indigo",Jumbo Drum
1034,Technology,Telephones and Communication,2190,Small Box
1035,Office Supplies,Paper,Xerox 1916,Small Box
1036,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Small Box
1037,Technology,Copiers and Fax,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Large Box
1038,Technology,Office Machines,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Medium Box
1039,Office Supplies,Paper,Xerox 1895,Small Box
1040,Technology,Telephones and Communication,V70,Small Box
1041,Office Supplies,Envelopes,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",Small Box
1042,Office Supplies,Binders and Binder Accessories,Storex Dura Pro™ Binders,Small Box
1043,Office Supplies,Pens & Art Supplies,Newell 31,Wrap Bag
1044,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,Wrap Bag
1045,Office Supplies,Storage & Organization,Rogers® Profile Extra Capacity Storage Tub,Small Box
1046,Technology,Telephones and Communication,TimeportP7382,Small Box
1047,Office Supplies,Labels,Avery 501,Small Box
1048,Office Supplies,Storage & Organization,Portfile® Personal File Boxes,Small Box
1049,Office Supplies,Storage & Organization,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Large Box
1050,Office Supplies,Envelopes,Quality Park Security Envelopes,Small Box
1051,Technology,Computer Peripherals,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",Small Pack
1052,Office Supplies,Rubber Bands,Rubber Band Ball,Wrap Bag
1053,Furniture,Chairs & Chairmats,Hon Valutask™ Swivel Chairs,Jumbo Drum
1054,Technology,Telephones and Communication,i1000plus,Small Box
1055,Furniture,Bookcases,Sauder Camden County Collection Library,Jumbo Box
1056,Office Supplies,Pens & Art Supplies,Prang Dustless Chalk Sticks,Wrap Bag
1057,Office Supplies,Storage & Organization,2300 Heavy-Duty Transfer File Systems by Perma,Small Box
1058,Office Supplies,Paper,Xerox 1888,Small Box
1059,Office Supplies,Pens & Art Supplies,"Crayola Anti Dust Chalk, 12/Pack",Wrap Bag
1060,Office Supplies,Pens & Art Supplies,Newell 325,Wrap Bag
1061,Office Supplies,Pens & Art Supplies,"Binney & Smith inkTank™ Erasable Pocket Highlighter, Chisel Tip, Yellow",Wrap Bag
1062,Office Supplies,Pens & Art Supplies,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Wrap Bag
1063,Office Supplies,Envelopes,Staples Colored Interoffice Envelopes,Small Box
1064,Office Supplies,Paper,Xerox 1964,Small Box
1065,Office Supplies,Paper,Xerox 1880,Small Box
1066,Furniture,Office Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Large Box
1067,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Wrap Bag
1068,Technology,Computer Peripherals,"TDK 4.7GB DVD-R Spindle, 15/Pack",Small Pack
1069,Office Supplies,Paper,Xerox 2,Small Box
1070,Technology,Telephones and Communication,i600,Small Box
1071,Furniture,Tables,Hon 61000 Series Interactive Training Tables,Jumbo Box
1072,Technology,Computer Peripherals,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",Small Pack
1073,Office Supplies,Pens & Art Supplies,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Wrap Bag
1074,Technology,Office Machines,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",Jumbo Drum
1075,Office Supplies,Paper,Xerox 1991,Small Box
1076,Office Supplies,Binders and Binder Accessories,Trimflex™ Flexible Post Binders,Small Box
1077,Furniture,Office Furnishings,Tenex Antistatic Computer Chair Mats,Medium Box
1078,Office Supplies,Pens & Art Supplies,"BOSTON® Ranger® #55 Pencil Sharpener, Black",Small Box
1079,Office Supplies,Storage & Organization,Iris Project Case,Medium Box
1080,Office Supplies,Paper,Xerox 1961,Small Box
1081,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Jumbo Box
1082,Office Supplies,Pens & Art Supplies,Crayola Colored Pencils,Wrap Bag
1083,Office Supplies,Pens & Art Supplies,4009® Highlighters by Sanford,Wrap Bag
1084,Technology,Telephones and Communication,282,Small Box
1085,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,Jumbo Box
1086,Office Supplies,Pens & Art Supplies,Rogers Handheld Barrel Pencil Sharpener,Small Pack
1087,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Small Box
1088,Office Supplies,Rubber Bands,Advantus Push Pins,Wrap Bag
1089,Technology,Telephones and Communication,V3682,Small Box
1090,Office Supplies,Paper,Astroparche® Fine Business Paper,Small Box
1091,Office Supplies,Paper,Xerox 1951,Small Box
1092,Technology,Computer Peripherals,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Small Pack
1093,Technology,Computer Peripherals,Maxell 4.7GB DVD-R,Small Pack
1094,Furniture,Office Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Large Box
1095,Office Supplies,Binders and Binder Accessories,Accohide Poly Flexible Ring Binders,Small Box
1096,Office Supplies,Labels,Avery File Folder Labels,Small Box
1097,Furniture,Tables,Balt Split Level Computer Training Table,Jumbo Box
1098,Technology,Telephones and Communication,SC-3160,Small Box
1099,Technology,Computer Peripherals,"IBM 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Small Pack
1100,Furniture,Office Furnishings,Nu-Dell Float Frame 11 x 14 1/2,Small Pack
1101,Furniture,Office Furnishings,Regeneration Desk Collection,Small Box
1102,Office Supplies,Paper,Xerox 1996,Small Box
1103,Technology,Computer Peripherals,Verbatim 4.7GB DVD-R,Small Pack
1104,Office Supplies,Storage & Organization,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Small Box
1105,Furniture,Chairs & Chairmats,Global Leather Executive Chair,Jumbo Drum
1106,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Jumbo Box
1107,Furniture,Office Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",Small Box
1108,Office Supplies,Pens & Art Supplies,Lumber Crayons,Wrap Bag
1109,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",Small Box
1110,Office Supplies,Paper,Xerox 200,Small Box
1111,Technology,Copiers and Fax,Hewlett Packard 610 Color Digital Copier / Printer,Large Box
1112,Furniture,Tables,Hon Rectangular Conference Tables,Jumbo Box
1113,Office Supplies,Binders and Binder Accessories,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Small Box
1114,Furniture,Office Furnishings,"DAX Value U-Channel Document Frames, Easel Back",Medium Box
1115,Technology,Computer Peripherals,Acco Keyboard-In-A-Box®,Small Box
1116,Office Supplies,Paper,"Post-it® “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",Wrap Bag
1117,Office Supplies,Paper,Xerox 1963,Small Box
1118,Office Supplies,Binders and Binder Accessories,Computer Printout Index Tabs,Small Box
1119,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Jumbo Box
1120,Office Supplies,Storage & Organization,Advantus Rolling Storage Box,Small Box
1121,Office Supplies,Storage & Organization,"Decoflex Hanging Personal Folder File, Blue",Small Box
1122,Technology,Computer Peripherals,Microsoft Office Keyboard,Small Box
1123,Furniture,Office Furnishings,DAX Cubicle Frames - 8x10,Medium Box
1124,Office Supplies,Appliances,Acco Smartsocket® Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Small Box
1125,Technology,Computer Peripherals,"IBM Numeric Access II Keypad, 17-Key, Black",Small Box
1126,Office Supplies,Paper,Xerox 1981,Small Box
1127,Furniture,Office Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",Small Box
1128,Furniture,Office Furnishings,36X48 HARDFLOOR CHAIRMAT,Medium Box
1129,Office Supplies,Storage & Organization,Smead Adjustable Mobile File Trolley with Lockable Top,Small Box
1130,Technology,Telephones and Communication,ELITE Series,Small Box
1131,Office Supplies,Rubber Bands,OIC Thumb-Tacks,Wrap Bag
1132,Technology,Computer Peripherals,Gyration Ultra Professional Cordless Optical Suite,Small Box
1133,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,Medium Box
1134,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,Small Box
1135,Office Supplies,Envelopes,Grip Seal Envelopes,Small Box
1136,Office Supplies,Binders and Binder Accessories,Avery Reinforcements for Hole-Punch Pages,Small Box
1137,Technology,Office Machines,Polycom ViewStation™ ISDN Videoconferencing Unit,Large Box
1138,Furniture,Office Furnishings,"Master Big Foot® Doorstop, Beige",Wrap Bag
1139,Technology,Computer Peripherals,US Robotics 56K V.92 Internal PCI Faxmodem,Small Box
1140,Office Supplies,Binders and Binder Accessories,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Small Box
1141,Office Supplies,Paper,Xerox 19,Small Box
1142,Office Supplies,Binders and Binder Accessories,GBC Plastic Binding Combs,Small Box
1143,Furniture,Office Furnishings,"Computer Room Manger, 14""",Small Box
1144,Office Supplies,Binders and Binder Accessories,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Small Box
1145,Technology,Computer Peripherals,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Small Pack
1146,Technology,Office Machines,Panasonic KX-P2130 Dot Matrix Printer,Jumbo Drum
1147,Office Supplies,Pens & Art Supplies,"Sanford EarthWrite® Recycled Pencils, Medium Soft, #2",Wrap Bag
1148,Office Supplies,Binders and Binder Accessories,GBC DocuBind 300 Electric Binding Machine,Small Box
1149,Office Supplies,Binders and Binder Accessories,Ibico Ibimaster 300 Manual Binding System,Small Box
1150,Furniture,Office Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Small Pack
1151,Office Supplies,Binders and Binder Accessories,Wilson Jones Standard D-Ring Binders,Small Box
1152,Furniture,Office Furnishings,"Eldon® 300 Class™ Desk Accessories, Black",Small Box
1153,Office Supplies,Paper,Xerox 1968,Small Box
1154,Furniture,Chairs & Chairmats,Hon Deluxe Fabric Upholstered Stacking Chairs,Jumbo Drum
1155,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Preferred Stainless Steel Scissors,Small Pack
1156,Technology,Telephones and Communication,StarTAC 7797,Small Box
1157,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece® HOMEOFFICE Power Control Center,Small Box
1158,Office Supplies,Paper,Xerox 207,Small Box
1159,Office Supplies,Pens & Art Supplies,"Quartet Alpha® White Chalk, 12/Pack",Wrap Bag
1160,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Jumbo Box
1161,Office Supplies,Paper,Xerox 231,Small Box
1162,Office Supplies,Storage & Organization,Space Solutions™ Industrial Galvanized Steel Shelving.,Large Box
1163,Office Supplies,Appliances,Staples Surge Protector 6 outlet,Small Box
1164,Office Supplies,Pens & Art Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",Small Pack
1165,Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,Small Box
1166,Office Supplies,Binders and Binder Accessories,Ibico EPK-21 Electric Binding System,Small Box
1167,Office Supplies,Labels,Avery 511,Small Box
1168,Office Supplies,Paper,Xerox 215,Small Box
1169,Office Supplies,Pens & Art Supplies,"Dixon Ticonderoga® Erasable Colored Pencil Set, 12-Color",Wrap Bag
1170,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,Small Box
1171,Office Supplies,Pens & Art Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Wrap Bag
1172,Office Supplies,Paper,Xerox 1998,Small Box
1173,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",Wrap Bag
1174,Furniture,Office Furnishings,"6"" Cubicle Wall Clock, Black",Small Box
1175,Furniture,Office Furnishings,"Eldon Imàge® Series Desk Accessories, Clear",Small Box
1176,Office Supplies,Storage & Organization,Fellowes Officeware™ Wire Shelving,Large Box
1177,Furniture,Office Furnishings,"Eldon Expressions™ Desk Accessory, Wood Photo Frame, Mahogany",Small Box
1178,Office Supplies,Storage & Organization,Economy Rollaway Files,Small Box
1179,Office Supplies,Rubber Bands,Alliance Rubber Bands,Wrap Bag
1180,Office Supplies,Storage & Organization,"File Shuttle II and Handi-File, Black",Small Box
1181,Office Supplies,Labels,Round Specialty Laser Printer Labels,Small Box
1182,Furniture,Office Furnishings,Eldon® 500 Class™ Desk Accessories,Wrap Bag
1183,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Jumbo Box
1184,Furniture,Office Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Small Pack
1185,Furniture,Office Furnishings,"Staples 10"" Round Wall Clock",Small Box
1186,Technology,Office Machines,Epson LQ-870 Dot Matrix Printer,Jumbo Drum
1187,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Wrap Bag
1188,Office Supplies,Storage & Organization,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Small Box
1189,Technology,Office Machines,Canon F603 Scientific Calculator,Medium Box
1190,Office Supplies,Pens & Art Supplies,Newell 329,Wrap Bag
1191,Office Supplies,Pens & Art Supplies,"Sanford Prismacolor® Professional Thick Lead Art Pencils, 36-Color Set",Wrap Bag
1192,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,Small Box
1193,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",Wrap Bag
1194,Office Supplies,Paper,Xerox 195,Small Box
1195,Furniture,Office Furnishings,Eldon Advantage® Foldable Chair Mats for Low Pile Carpets,Medium Box
1196,Office Supplies,Paper,Xerox 1954,Small Box
1197,Technology,Telephones and Communication,V2397,Small Box
1198,Technology,Office Machines,Epson FX-980 Dot Matrix Printer,Jumbo Drum
1199,Office Supplies,Binders and Binder Accessories,"Avery® 3 1/2"" Diskette Storage Pages, 10/Pack",Small Box
1200,Technology,Office Machines,Soundgear TeleForum DX Desktop Conference Phone,Medium Box
1201,Technology,Telephones and Communication,i270,Small Box
1202,Office Supplies,Storage & Organization,Steel Personal Filing/Posting Tote,Small Box
1203,Office Supplies,Binders and Binder Accessories,JM Magazine Binder,Small Box
1204,Office Supplies,Paper,Xerox 1926,Small Box
1205,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Wrap Bag
1206,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Small Box
1207,Furniture,Office Furnishings,Luxo Adjustable Task Clamp Lamp,Large Box
1208,Office Supplies,Pens & Art Supplies,Sanford Pocket Accent® Highlighters,Wrap Bag
1209,Furniture,Office Furnishings,Contemporary Wood/Metal Frame,Small Box
1210,Furniture,Office Furnishings,Advantus Panel Wall Acrylic Frame,Small Pack
1211,Office Supplies,Labels,Avery 516,Small Box
1212,Office Supplies,Pens & Art Supplies,Newell 332,Wrap Bag
1213,Office Supplies,Binders and Binder Accessories,Acco 3-Hole Punch,Small Box
1214,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Small Box
1215,Office Supplies,Binders and Binder Accessories,GBC ProClick Punch Binding System,Small Box
1216,Office Supplies,Binders and Binder Accessories,GBC Poly Designer Binding Covers,Small Box
1217,Office Supplies,Paper,Southworth Structures Collection™,Small Box
1218,Office Supplies,Binders and Binder Accessories,Wilson Jones Custom Binder Spines & Labels,Small Box
1219,Technology,Office Machines,Epson FX-2180 Wide Format Dot Matrix Printer,Jumbo Drum
1220,Office Supplies,Paper,Xerox 1988,Small Box
1221,Office Supplies,Appliances,"Eureka The Boss® Plus 12-Amp Hard Box Upright Vacuum, Red",Small Box
1222,Technology,Office Machines,Hewlett Packard 6S Scientific Calculator,Medium Box
1223,Office Supplies,Pens & Art Supplies,"Sanford Colorific® Eraseable Coloring Pencils, 12 Count",Wrap Bag
1224,Office Supplies,Pens & Art Supplies,Newell 308,Wrap Bag
1225,Office Supplies,"Scissors, Rulers and Trimmers",Martin Yale Chadless Opener Electric Letter Opener,Medium Box
1226,Office Supplies,Binders and Binder Accessories,Wilson Jones Suede Grain Vinyl Binders,Small Box
1227,Office Supplies,Appliances,Honeywell Enviracaire® Portable HEPA Air Cleaner for up to 10 x 16 Room,Large Box
1228,Furniture,Office Furnishings,"Eldon® Executive Woodline II Desk Accessories, Mahogany",Small Box
1229,Technology,Computer Peripherals,"Verbatim DVD Rewritable Disc, Single-Sided, 4.7GB",Small Pack
1230,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece® Compact Power Control Center,Small Box
1231,Office Supplies,Paper,Xerox 223,Small Box
1232,Technology,Office Machines,"210 Trimline Phone, White",Medium Box
1233,Office Supplies,Pens & Art Supplies,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Small Pack
1234,Technology,Telephones and Communication,5170i,Small Box
1235,Office Supplies,Pens & Art Supplies,"Avery Hi-Liter® EverBold™ Pen Style Fluorescent Highlighters, 4/Pack",Wrap Bag
1236,Office Supplies,Storage & Organization,Desktop 3-Pocket Hot File®,Small Box
1237,Technology,Office Machines,Lexmark 4227 Plus Dot Matrix Printer,Jumbo Drum
1238,Technology,Telephones and Communication,6162,Small Box
1239,Office Supplies,Labels,Avery 482,Small Box
1240,Office Supplies,Paper,Xerox 1972,Small Box
1241,Office Supplies,Rubber Bands,"Acco Clips to Go™ Binder Clips, 24 Clips in Two Sizes",Wrap Bag
1242,Technology,Computer Peripherals,"Sony IBM Color Diskettes, 25/Pack",Small Pack
1243,Office Supplies,Storage & Organization,"Fellowes Mobile File Cart, Black",Small Box
1244,Office Supplies,Storage & Organization,Sterilite Officeware Hinged File Box,Small Box
1245,Office Supplies,Paper,Xerox 1883,Small Box
1246,Office Supplies,Storage & Organization,Belkin OmniView SE Rackmount Kit,Large Box
1247,Technology,Telephones and Communication,iDEN i550,Small Box
1248,Furniture,Office Furnishings,DAX Wood Document Frame,Small Pack
1249,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Medium Box
1250,Technology,Office Machines,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,Jumbo Box
1251,Technology,Telephones and Communication,R289LX,Small Box
1252,Furniture,Office Furnishings,"Electrix Incandescent Magnifying Lamp, Black",Large Box
1253,Technology,Office Machines,AT&T 1430 2.4GHz Analog Phone w/Caller ID,Small Box
1254,Office Supplies,Binders and Binder Accessories,UniKeep™ View Case Binders,Small Box
1255,Office Supplies,Binders and Binder Accessories,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Small Box
1256,Furniture,Tables,"Bush® Cubix Conference Tables, Fully Assembled",Jumbo Box
1257,Technology,Computer Peripherals,Logitech Cordless Keyboard,Small Box
1258,Technology,Telephones and Communication,V66,Small Box
1259,Office Supplies,Rubber Bands,Advantus Plastic Paper Clips,Wrap Bag
1260,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Jumbo Box
1261,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Small Box
1262,Furniture,Chairs & Chairmats,Novimex High-Tech Fabric Mesh Task Chair,Jumbo Drum
1263,Office Supplies,Paper,Xerox 209,Small Box
1264,Office Supplies,Pens & Art Supplies,"Sanford Uni-Blazer™ View Highlighters, Chisel Tip, Yellow",Wrap Bag
